what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1381696143021
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381696143671
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381696143691
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696158221
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696159281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696160131
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696172551
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381696183762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381696184292
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381696190032
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696191822
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696281002
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381696286452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696293472
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696294912
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696295752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696315462
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381696320823
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381696328063
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696329933
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696351423
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381696354104
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381696354634
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381696355194
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381696355804
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381696360564
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696363374
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696365354
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381696368295
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696370845
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696385495
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381696387316
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381696388066
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1381696390926
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381696394246
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381696398326
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696400056
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696413156
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381696414317
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381696414707
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381696415117
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381696415627
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381696416197
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381696416737
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1381696417637
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381696418837
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696421117
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696435167
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1381696437408
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381696448948
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696450770
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696465070
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381696471211
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696483701
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696484731
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696485581
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696497721
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381696500712
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696502562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696535062
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381696540143
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696541923
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696586443
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381696600634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696607594
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1381696607604
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696609244
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696610344
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1381696610374
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696626724
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381696632774
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696633364
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696633454
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696635264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696646064
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381696652875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696654555
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696668635
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381696674746
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696676946
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696699796
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381696703157
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381696712277
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696714248
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696715868
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1381696720341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696721271
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696721451
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1381696725601
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1381696732341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696733391
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696733571
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1381696736871
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696737431
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696737591
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696741183
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696741373
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381696742823
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696745494
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696760794
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1381696767155
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1381696769855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696770655
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696770855
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1381696773315
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1381696776685
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696778785
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696778945
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696788105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696788285
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381696789685
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696792685
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696814635
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381696819046
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696820836
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696841086
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1381696845577
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1381696847427
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381696859517
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696861357
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696884577
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1381696892718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696893748
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696893928
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1381696896978
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1381696899708
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1381696903708
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381696912498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696916008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696916088
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381696916398
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696918428
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696935328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696942759
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696943419
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381696946899
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696948589
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381696957189
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381696961800
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381696978930
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381696982810
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1381696998020
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1381697003450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381697005600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381697018780
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1381697029131
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381697033921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1381697034131
